document_id,source,title,url,predicted_relevant,human_relevant,false_positive_reason,false_negative_reason,reviewer_note
70174,dcinside,결혼식 성대하게 하려는 여자는 별로인듯,https://gall.dcinside.com/board/view/?id=wedding&no=70174,false,,,,
69651,dcinside,"""결혼식은 안 해도 되죠?""…'스드메 생략' 노웨딩 번진다",https://gall.dcinside.com/board/view/?id=wedding&no=69651,true,,,,
77545,dcinside,웨딩촬영 안해서 셀프로 찍으러 다녀야되는데 막막하네,https://gall.dcinside.com/board/view/?id=wedding&no=77545,true,,,,
77526,dcinside,웨딩촬영 보통 몇시간함?,https://gall.dcinside.com/board/view/?id=wedding&no=77526,true,,,,
73587,dcinside,결혼식 미개한 병신문화 언제 사라지냐,https://gall.dcinside.com/board/view/?id=wedding&no=73587,false,,,,
71875,dcinside,원래 이럼?,https://gall.dcinside.com/board/view/?id=wedding&no=71875,true,,,,
71764,dcinside,11년전 나한테 소송당한 웨딩촬영 업체 살아있나ㅋㅋ,https://gall.dcinside.com/board/view/?id=wedding&no=71764,true,,,,
76882,dcinside,나 이번에 결혼하는데 황당해서 글쓴다,https://gall.dcinside.com/board/view/?id=wedding&no=76882,false,,,,
76625,dcinside,중고품은 웨딩드레스입지마라,https://gall.dcinside.com/board/view/?id=wedding&no=76625,false,,,,
74481,dcinside,(보지 필독) 남자들은 개추 눌러라,https://gall.dcinside.com/board/view/?id=wedding&no=74481,false,,,,
74005,dcinside,"비처녀들은 양심있으면 결혼식,드레스 드립 ㄴㄴ",https://gall.dcinside.com/board/view/?id=wedding&no=74005,false,,,,
73774,dcinside,전여친 프사에 웨딩 사진 올라올떄마다 결혼은 미친짓이라는거 실감함,https://gall.dcinside.com/board/view/?id=wedding&no=73774,false,,,,
73619,dcinside,여자들 결혼준비전에 하는말 다 구라니 명심..,https://gall.dcinside.com/board/view/?id=wedding&no=73619,false,,,,
72783,dcinside,비처녀들은 왜 웨딩드레스 입으려함?,https://gall.dcinside.com/board/view/?id=wedding&no=72783,false,,,,
71759,dcinside,결혼을 준비중인 예비부부 대상 설문조사 부탁드려봅니다 !,https://gall.dcinside.com/board/view/?id=wedding&no=71759,false,,,,
76752,dcinside,결갤 아줌마든 도태한남이든 다 결혼할걸,https://gall.dcinside.com/board/view/?id=wedding&no=76752,false,,,,
73928,dcinside,남성 메이크업 초보자는 이만큼 사면 좋다.,https://gall.dcinside.com/board/view/?id=wedding&no=73928,false,,,,
73526,dcinside,님들 친척들 축의금 부모님이 가져감?,https://gall.dcinside.com/board/view/?id=wedding&no=73526,true,,,,
73123,dcinside,난 예쁜 여자 만나기 부담스러움,https://gall.dcinside.com/board/view/?id=wedding&no=73123,false,,,,
72475,dcinside,오지콤한테 당하다 두줄 떠버려 ㅈ된 20대 여자..ㄷㄷ,https://gall.dcinside.com/board/view/?id=wedding&no=72475,false,,,,
70270,dcinside,남자 부케 받기 질문,https://gall.dcinside.com/board/view/?id=wedding&no=70270,true,,,,
76120,dcinside,젊은 웨딩플래너 어떰?,https://gall.dcinside.com/board/view/?id=wedding&no=76120,true,,,,
71908,dcinside,결혼 준비하시는분들,https://gall.dcinside.com/board/view/?id=wedding&no=71908,true,,,,
79073,dcinside,펌) 결혼식 끝났는데 또 추가금이라고요??,https://gall.dcinside.com/board/view/?id=wedding&no=79073,true,,,,
74212,dcinside,내 여동생 이거 미친거맞지?,https://gall.dcinside.com/board/view/?id=wedding&no=74212,false,,,,
74037,dcinside,오늘 지하철에서 장애남 봄,https://gall.dcinside.com/board/view/?id=wedding&no=74037,false,,,,
72393,dcinside,결혼식 비용 견적,https://gall.dcinside.com/board/view/?id=wedding&no=72393,true,,,,
72250,dcinside,부정선거는 맞는데 전한길 씨 방법은 아니예요~,https://gall.dcinside.com/board/view/?id=wedding&no=72250,false,,,,
79655,dcinside,결혼팔이해봤자 요새남자들이 당하겠냐,https://gall.dcinside.com/board/view/?id=wedding&no=79655,false,,,,
79220,dcinside,원래 남자는 결혼안하려는게 본능이라니깐,https://gall.dcinside.com/board/view/?id=wedding&no=79220,false,,,,
79179,dcinside,결혼 자체가 매우 구시대적 산물임,https://gall.dcinside.com/board/view/?id=wedding&no=79179,false,,,,
79098,dcinside,아벨두두의 결혼모델 공개,https://gall.dcinside.com/board/view/?id=wedding&no=79098,false,,,,
78866,dcinside,예비신부인데 신혼집 전세 계약 전에 이거 했음,https://gall.dcinside.com/board/view/?id=wedding&no=78866,false,,,,
78539,dcinside,계약햇다,https://gall.dcinside.com/board/view/?id=wedding&no=78539,false,,,,
78526,dcinside,혼인율감소는 남자들의 결혼기피임,https://gall.dcinside.com/board/view/?id=wedding&no=78526,false,,,,
78432,dcinside,미혼남도 부동산계약 할 수 있는데 ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=wedding&no=78432,false,,,,
78431,dcinside,저번에 등본이랑 부동산 매매계약서 인증했는데,https://gall.dcinside.com/board/view/?id=wedding&no=78431,false,,,,
78412,dcinside,도축제도는 그대로 두고 혼전계약서를 인정하는 식으로,https://gall.dcinside.com/board/view/?id=wedding&no=78412,false,,,,
78349,dcinside,설거지 해준다는데도 기싸움 거는 년들은 뭐임?,https://gall.dcinside.com/board/view/?id=wedding&no=78349,false,,,,
78198,dcinside,신혼집 전세 집주인이 다주택자더라,https://gall.dcinside.com/board/view/?id=wedding&no=78198,false,,,,
78094,dcinside,여자가 원룸에서 시작하자고 하면 요즘 남자분들,https://gall.dcinside.com/board/view/?id=wedding&no=78094,false,,,,
77633,dcinside,신혼집 전세 계약했는데 남편이 등기부등본 확인 안 했다고 함 ㄷㄷ,https://gall.dcinside.com/board/view/?id=wedding&no=77633,true,,,,
77624,dcinside,앞으로 성매매 합법화 되면 결혼율 바닥칠 거다,https://gall.dcinside.com/board/view/?id=wedding&no=77624,false,,,,
77535,dcinside,곧 결혼 예정인데 여자친구 맞벌이 어떻게 시키냐,https://gall.dcinside.com/board/view/?id=wedding&no=77535,false,,,,
77243,dcinside,전직 결정사 직원이 폭로하는 결정사 비추 이유와 실태 (스압),https://gall.dcinside.com/board/view/?id=wedding&no=77243,false,,,,
76999,dcinside,결혼 적령기 라는말은 가스라이팅임.,https://gall.dcinside.com/board/view/?id=wedding&no=76999,false,,,,
76673,dcinside,진심으로 여자분들 착각을 하시는데요,https://gall.dcinside.com/board/view/?id=wedding&no=76673,false,,,,
76243,dcinside,동화주얼리 웨딩밴드 삼담 및 계약 후기,https://gall.dcinside.com/board/view/?id=wedding&no=76243,true,,,,
75913,dcinside,강원대수학과졸업한 94년생남자,https://gall.dcinside.com/board/view/?id=wedding&no=75913,false,,,,
75609,dcinside,손가락 3개..,https://gall.dcinside.com/board/view/?id=wedding&no=75609,false,,,,
75578,dcinside,나 회사에 있는데 집안일은 알아서 할 수 없나 ㆍㆍㆍ,https://gall.dcinside.com/board/view/?id=wedding&no=75578,false,,,,
75565,dcinside,지금 집 계약이 내년 1월까지고 결혼식은 올해 12월인데,https://gall.dcinside.com/board/view/?id=wedding&no=75565,false,,,,
75174,dcinside,여자는 못생겨도 자기관리하니 결혼이 되더라고,https://gall.dcinside.com/board/view/?id=wedding&no=75174,false,,,,
75012,dcinside,결혼때문에 이직고민이에요,https://gall.dcinside.com/board/view/?id=wedding&no=75012,false,,,,
74488,dcinside,아 다음 전세 계약 어카냐?,https://gall.dcinside.com/board/view/?id=wedding&no=74488,false,,,,
74261,dcinside,결혼 할려면 무족건 안정적인 직장이 좋겠죠..,https://gall.dcinside.com/board/view/?id=wedding&no=74261,false,,,,
73899,dcinside,"내 동생 얘기인데 이거 말려야대냐, 아님 걍 냅둬야대냐",https://gall.dcinside.com/board/view/?id=wedding&no=73899,false,,,,
73539,dcinside,30살 동갑여친이 전업하라니까 월 1500벌란다.,https://gall.dcinside.com/board/view/?id=wedding&no=73539,false,,,,
73451,dcinside,부모 죽으면 편의점이나 운영하겠냐 ㅋㅋㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=wedding&no=73451,false,,,,
72590,dcinside,다들 결혼후에 돈 어떻게 함?,https://gall.dcinside.com/board/view/?id=wedding&no=72590,false,,,,
72554,dcinside,맘편하게 결혼포기하는게 나을까요,https://gall.dcinside.com/board/view/?id=wedding&no=72554,false,,,,
72486,dcinside,결정사에서 안받아준다,https://gall.dcinside.com/board/view/?id=wedding&no=72486,false,,,,
72484,dcinside,비혼주의자가 바라보는 결혼,https://gall.dcinside.com/board/view/?id=wedding&no=72484,false,,,,
72452,dcinside,할거없으면 결혼생각 많이 나더라.,https://gall.dcinside.com/board/view/?id=wedding&no=72452,false,,,,
72099,dcinside,여자가 처녀가 아니면 어차피 '결혼'이 아니라 '거래'야,https://gall.dcinside.com/board/view/?id=wedding&no=72099,false,,,,
72017,dcinside,편돌아 제발 취업 좀 해!,https://gall.dcinside.com/board/view/?id=wedding&no=72017,false,,,,
71992,dcinside,와근데 ㄹㅇ 편의점 수익 0원 개노답이다ㅋㅋ,https://gall.dcinside.com/board/view/?id=wedding&no=71992,false,,,,
71723,dcinside,신혼여행 질문,https://gall.dcinside.com/board/view/?id=wedding&no=71723,false,,,,
71642,dcinside,대표가 키크고 잘생김,https://gall.dcinside.com/board/view/?id=wedding&no=71642,false,,,,
71540,dcinside,젊은남자들아 늙은 도태남들이 선동하는거에 휩쓸리지마라,https://gall.dcinside.com/board/view/?id=wedding&no=71540,false,,,,
71508,dcinside,결혼하고싶습니다,https://gall.dcinside.com/board/view/?id=wedding&no=71508,false,,,,
71447,dcinside,결정사 한녀 눈높이 알려준다,https://gall.dcinside.com/board/view/?id=wedding&no=71447,false,,,,
71408,dcinside,결정사 여자들 눈높이 알려준다.,https://gall.dcinside.com/board/view/?id=wedding&no=71408,false,,,,
71367,dcinside,결혼하고싶습니다,https://gall.dcinside.com/board/view/?id=wedding&no=71367,false,,,,
71341,dcinside,20대 후반 여자 계약입주결혼 현실적으로 수요가 있을까요?,https://gall.dcinside.com/board/view/?id=wedding&no=71341,false,,,,
71263,dcinside,근데 난 한녀들이 남자 돈 보고 결혼하겠다는거 이해 되는데?ㅋㅋㅋ,https://gall.dcinside.com/board/view/?id=wedding&no=71263,false,,,,
70245,dcinside,진짜 천생연분 아닌 이상,https://gall.dcinside.com/board/view/?id=wedding&no=70245,false,,,,
75005,dcinside,지독한 회피형 부케공방 사장님ㅋ(제발 널리 소문나라!!),https://gall.dcinside.com/board/view/?id=wedding&no=75005,true,,,,
74511,dcinside,여자친구가 내가준 선물 환불하라하면 어떰,https://gall.dcinside.com/board/view/?id=wedding&no=74511,false,,,,
74115,dcinside,결정사 사기당한거같다,https://gall.dcinside.com/board/view/?id=wedding&no=74115,false,,,,
72799,dcinside,근데 30넘은 여자들 보지가 검은색이면 환불되나?,https://gall.dcinside.com/board/view/?id=wedding&no=72799,false,,,,
69525,dcinside,왜 전남친에게 처녀주고 나이먹고 다른놈이랑 결혼하려함?,https://gall.dcinside.com/board/view/?id=wedding&no=69525,false,,,,
79754,dcinside,"""이래도 결혼 안 할래?""…'축의금 100만원' 준다는 정부",https://gall.dcinside.com/board/view/?id=wedding&no=79754,true,,,,
79652,dcinside,"""식대만 36만 원인데""...4인 가족 와서 10만 원 내고 간 직장 동",https://gall.dcinside.com/board/view/?id=wedding&no=79652,true,,,,
79616,dcinside,대학친구 축의금 어느정도가 적당??,https://gall.dcinside.com/board/view/?id=wedding&no=79616,true,,,,
78705,dcinside,결혼은 장사인가??,https://gall.dcinside.com/board/view/?id=wedding&no=78705,true,,,,
78688,dcinside,"KTX 타고 서울 결혼식 갔더니...""축의금 10만원이 뭐냐, 20만원은",https://gall.dcinside.com/board/view/?id=wedding&no=78688,true,,,,
78462,dcinside,친구 결혼식하는데 축의금만 보내도 됨?,https://gall.dcinside.com/board/view/?id=wedding&no=78462,true,,,,
78451,dcinside,단톡방 별로 안친한 20년지기 친구 축의금 얼마가적당?,https://gall.dcinside.com/board/view/?id=wedding&no=78451,true,,,,
78395,dcinside,축의대 돈달라고 말을 할까 말까..,https://gall.dcinside.com/board/view/?id=wedding&no=78395,true,,,,
78237,dcinside,축의대 축의금을 도대체 왜 수기로 작성하라는 거지?,https://gall.dcinside.com/board/view/?id=wedding&no=78237,true,,,,
77180,dcinside,결혼식은 절대 하지 마라 병신새끼들아,https://gall.dcinside.com/board/view/?id=wedding&no=77180,true,,,,
77167,dcinside,청모하고 친구 하나 손절했다,https://gall.dcinside.com/board/view/?id=wedding&no=77167,false,,,,
76961,dcinside,청모는 돈 계산하면서 하면 안되겠네,https://gall.dcinside.com/board/view/?id=wedding&no=76961,true,,,,
76519,dcinside,대학교때 짝사랑했던 여자 내가 결혼한다고 연락하니,https://gall.dcinside.com/board/view/?id=wedding&no=76519,true,,,,
76517,dcinside,친구가 엄청많이 축의금을 냈는데,https://gall.dcinside.com/board/view/?id=wedding&no=76517,true,,,,
75668,dcinside,결혼이랑은 관련없는데 축의금 관해서,https://gall.dcinside.com/board/view/?id=wedding&no=75668,true,,,,
75249,dcinside,이 경우 축의금은?,https://gall.dcinside.com/board/view/?id=wedding&no=75249,true,,,,
74354,dcinside,직장 다른 부서 결혼식 축의해도됨??,https://gall.dcinside.com/board/view/?id=wedding&no=74354,true,,,,
74209,dcinside,친척동생 축의금 얼마가 적당하냐,https://gall.dcinside.com/board/view/?id=wedding&no=74209,true,,,,
73590,dcinside,ㅆㅂ 비혼이라 축의금 못받는거 갑자기 존나 아까워지네,https://gall.dcinside.com/board/view/?id=wedding&no=73590,true,,,,
73171,dcinside,지인 결혼식에 3인 참석하면 축의금 얼마내?,https://gall.dcinside.com/board/view/?id=wedding&no=73171,true,,,,
72793,dcinside,축의금 얼마가 적당하나요?,https://gall.dcinside.com/board/view/?id=wedding&no=72793,true,,,,
72773,dcinside,결혼식 간다vs안간다,https://gall.dcinside.com/board/view/?id=wedding&no=72773,true,,,,
72684,dcinside,"""결혼식 안 가면 돈 안 보낸다""... 이서진, '축의금 문화' 소신 발",https://gall.dcinside.com/board/view/?id=wedding&no=72684,true,,,,
72306,dcinside,애초에 결혼식해본놈들은 알지않냐 부모님지인들은,https://gall.dcinside.com/board/view/?id=wedding&no=72306,true,,,,
72301,dcinside,결혼식낭비라고 생각하는집은 걍 밑천 보여준 집임,https://gall.dcinside.com/board/view/?id=wedding&no=72301,true,,,,
72093,dcinside,같은 팀 동료 축의금 얼마가 적당해?,https://gall.dcinside.com/board/view/?id=wedding&no=72093,true,,,,
72071,dcinside,어차피 축의금 못돌려받을거같은데,https://gall.dcinside.com/board/view/?id=wedding&no=72071,true,,,,
71903,dcinside,결혼식 안 가기로 했다,https://gall.dcinside.com/board/view/?id=wedding&no=71903,true,,,,
70620,dcinside,갑자기 결혼식에 가게 됐는데 축의금 만원 내면 좀 그럼?,https://gall.dcinside.com/board/view/?id=wedding&no=70620,false,,,,
70587,dcinside,결혼식하는 이유,https://gall.dcinside.com/board/view/?id=wedding&no=70587,true,,,,
70586,dcinside,공장식 결혼식 왜함?,https://gall.dcinside.com/board/view/?id=wedding&no=70586,true,,,,
70362,dcinside,진지) 외국여자랑 결혼하면 다른사람 결혼식은 어째해야함?,https://gall.dcinside.com/board/view/?id=wedding&no=70362,true,,,,
70126,dcinside,결혼은 할거면 주변친구들보단 빨리 하는게 좋음,https://gall.dcinside.com/board/view/?id=wedding&no=70126,true,,,,
69964,dcinside,친동생 축의금 500만원정도면 적당해?,https://gall.dcinside.com/board/view/?id=wedding&no=69964,true,,,,
69840,dcinside,집값이 비싸지 결혼이 비싼가,https://gall.dcinside.com/board/view/?id=wedding&no=69840,true,,,,
69809,dcinside,친구결혼식장 다녀오고나서 느낀게,https://gall.dcinside.com/board/view/?id=wedding&no=69809,true,,,,
69720,dcinside,지금 동거중인데 곧 혼인신고하려고요,https://gall.dcinside.com/board/view/?id=wedding&no=69720,false,,,,
69425,dcinside,나같은 사람 있냐? 결혼식=당사자들의 파티.,https://gall.dcinside.com/board/view/?id=wedding&no=69425,true,,,,
79606,dcinside,신혼집 전세 구하는데 뭐 확인해야됨?,https://gall.dcinside.com/board/view/?id=wedding&no=79606,false,,,,
78497,dcinside,신혼집 보증보험 안되는 집이면 어캄,https://gall.dcinside.com/board/view/?id=wedding&no=78497,false,,,,
75219,dcinside,집안일 분담 누가 더 합리적인 제안 같아?,https://gall.dcinside.com/board/view/?id=wedding&no=75219,true,,,,
74152,dcinside,이대남들이 알아야되는게,https://gall.dcinside.com/board/view/?id=wedding&no=74152,false,,,,
73901,dcinside,이게 진짜 희대의 개소리,https://gall.dcinside.com/board/view/?id=wedding&no=73901,false,,,,
72689,dcinside,딸가진아빠들 대부분 공통점이 자기딸이 처녀인줄앎,https://gall.dcinside.com/board/view/?id=wedding&no=72689,false,,,,
72124,dcinside,남자들이 소위 주제파악못하고 예쁜 여자만 찾는 이유,https://gall.dcinside.com/board/view/?id=wedding&no=72124,false,,,,
70207,dcinside,35살 남자 결혼자금 1억5천이면 많이 적냐,https://gall.dcinside.com/board/view/?id=wedding&no=70207,true,,,,
69890,dcinside,집을 사면 결혼을 포기해야겠는데...,https://gall.dcinside.com/board/view/?id=wedding&no=69890,true,,,,
95,kgwed,계약후기 작성 시 2만원 상품권 증정 이벤트,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=95,true,,,,
129,kgwed,강남 르셀루(LE SELU) 대여/맞춤 후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=129,true,,,,
123,kgwed,소풍 웨딩컨벤션센터 당일 계약 후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=123,false,,,,
118,kgwed,수수료 없이 직거래 드메 계약완료,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=118,true,,,,
116,kgwed,인터넷 검색으로 알게된 결직웨딩 덕분에 플래너없이 결혼식 잘 마쳤습니다 ^^,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=116,true,,,,
114,kgwed,우연히 알게된 결직웨딩 후기!(글렌하우스/ 아벨바이케이/ 김청경),https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=114,true,,,,
112,kgwed,스튜디오 계약후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=112,true,,,,
110,kgwed,결직웨딩 스드메 계약 후기 (로그에이 / 라포레 / 드이희),https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=110,true,,,,
107,kgwed,결직웨딩을 통해서 라흐스튜디오 계약했어요~,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=107,true,,,,
98,kgwed,섬스튜디오 웨딩촬영 계약했어요~!,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=98,true,,,,
94,kgwed,로즈로사 본식 가봉 후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=94,true,,,,
93,kgwed,실크파 신부라면 로브드K 웨딩드레스 강력 추천해요,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=93,true,,,,
92,kgwed,6개월간 웨딩 준비하며 레이첼 드레스 선택한 이유,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=92,true,,,,
91,kgwed,누벨드블랑 본식드레스 계약 후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=91,true,,,,
86,kgwed,레이나모라 드레스 촬영가봉 후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=86,true,,,,
83,kgwed,그가사랑하는순간 웨딩촬영후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=83,true,,,,
76,kgwed,결직 스드메상담 후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=76,true,,,,
75,kgwed,하우스오브에이미 드레스로 골랐어요,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=75,true,,,,
71,kgwed,뮤아스튜디오 계약후기 공유해요,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=71,true,,,,
68,kgwed,모리엠포티 드레스 계약 후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=68,true,,,,
67,kgwed,황정아 웨딩드레스 계약후기 공유할게요,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=67,true,,,,
66,kgwed,엔조최재훈 드레스 투어 후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=66,true,,,,
65,kgwed,김청경 헤어페이스 후기 공유해요,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=65,true,,,,
64,kgwed,섬스튜디오 세미웨딩촬영 찍고 왔어요,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=64,true,,,,
63,kgwed,"본식스냅 4군데 비교하고 결정했어요, (사계절스튜디오)",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=63,true,,,,
62,kgwed,황정아웨딩 드메패키지로 계약하고 가봉끝냈어요,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=62,true,,,,
61,kgwed,뷰시엘스튜디오 계약했어요,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=61,true,,,,
60,kgwed,스투디오사이 세미토탈 계약 후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=60,true,,,,
59,kgwed,언아더데이 본식 스냅 계약 후기 공유해요!,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=59,true,,,,
58,kgwed,사계절스튜디오 본식스냅 계약 후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=58,true,,,,
57,kgwed,웨딩홀견적 받아보고 결정한 마리아쥬스퀘어 웨딩홀,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=57,true,,,,
56,kgwed,꼼나나 웨딩 메이크업 추천드려요,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=56,true,,,,
55,kgwed,김청경 헤어 메이크업 계약후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=55,true,,,,
54,kgwed,원규 스튜디오를 선택한 이유,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=54,true,,,,
53,kgwed,온뜰에피움 스튜디오 계약후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=53,true,,,,
52,kgwed,엔조최재훈 선택한 이유,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=52,true,,,,
51,kgwed,모네뜨아르 웨딩드레스 본식드레스 가봉후기입니다!,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=51,true,,,,
50,kgwed,더화이트 엘리자베스 본식가봉 후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=50,true,,,,
49,kgwed,시작바이이명순 드디어갑니다,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=49,false,,,,
48,kgwed,이브로제 스튜디오계약했어요~,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=48,true,,,,
47,kgwed,쿨하게 계약했어요,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=47,true,,,,
46,kgwed,"모네뜨아르 본식드레스 계약, 가봉후기",https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=46,true,,,,
45,kgwed,스띨레디허 드메패키지 계약후기,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=45,true,,,,
44,kgwed,원세컨드스튜디오 진짜 완전 추천해요!!,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=44,true,,,,
43,kgwed,원규스튜디오 웨딩촬영 후기 남겨요,https://kgwed.com/%ED%9B%84%EA%B8%B0/?mod=document&uid=43,true,,,,
